english word,anger,fear,anticipation,trust,surprise,sadness,joy,disgust,review,sentence
shower,0,0,0,0,0,0,0,0,3,5
bench,0,0,0,0,0,0,0,0,3,5
unique,0,0,0,0,1,0,0,0,3,5
spout,0,0,0,0,0,0,0,0,3,5
wash,0,0,0,0,0,0,0,0,3,5
foot,0,0,0,0,0,0,0,0,3,5
touch,0,0,0,0,0,0,0,0,3,6
stock,0,0,0,0,0,0,0,0,3,6
offering,0,0,0,1,0,0,0,0,3,6
beverage,0,0,0,0,0,0,0,0,3,6
snack,0,0,0,0,0,0,0,0,3,6
dish,0,0,0,0,0,0,0,0,3,6
sink,0,0,0,0,0,0,0,0,3,6
daily,0,0,1,0,0,0,0,0,3,7
happy,0,0,1,1,0,0,1,0,3,7
hour,0,0,0,0,0,0,0,0,3,7
decent,0,0,0,0,0,0,0,0,3,7
glass,0,0,0,0,0,0,0,0,3,7
wine,0,0,0,0,0,0,0,0,3,7
modest,0,0,0,1,0,0,0,0,3,7
lobby,0,0,0,0,0,0,0,0,3,7
lounge,0,0,0,0,0,0,0,0,3,7
bring,0,0,0,0,0,0,0,0,3,7
room,0,0,0,0,0,0,0,0,3,7
lobby,0,0,0,0,0,0,0,0,3,8
lounge,0,0,0,0,0,0,0,0,3,8
seat,0,0,0,0,0,0,0,0,3,8
table,0,0,0,0,0,0,0,0,3,8
chair,0,0,0,0,0,0,0,0,3,8
buy,0,0,0,0,0,0,0,0,3,8
food,0,0,0,1,0,0,1,0,3,8
adjacent,0,0,0,0,0,0,0,0,3,8
restaurant,0,0,0,0,0,0,0,0,3,8
suggestion,0,0,0,0,0,0,0,0,3,9
offer,0,0,0,0,0,0,0,0,3,9
selection,0,0,0,0,0,0,0,0,3,9
cracker,0,0,0,0,0,0,0,0,3,9
platter,0,0,0,0,0,0,0,0,3,9
wine,0,0,0,0,0,0,0,0,3,9
order,0,0,0,0,0,0,0,0,3,10
custom,0,0,0,0,0,0,0,0,3,10
make,0,0,0,0,0,0,0,0,3,10
work,0,0,0,0,0,0,0,0,3,10
eat,0,0,0,0,0,0,0,0,3,11
hotel,0,0,0,0,0,0,0,0,3,11
restaurant,0,0,0,0,0,0,0,0,3,11
restaurant,0,0,0,0,0,0,0,0,3,12
lobby,0,0,0,0,0,0,0,0,3,12
breakfast,0,0,0,0,0,0,0,0,3,12
entree,0,0,0,0,0,0,0,0,3,12
decent,0,0,0,0,0,0,0,0,3,13
breakfast,0,0,0,0,0,0,0,0,3,13
block,0,0,0,0,0,0,0,0,3,13
hotel,0,0,0,0,0,0,0,0,3,13
hotel,0,0,0,0,0,0,0,0,3,14
designer,0,0,0,0,0,0,0,0,3,14
hotel,0,0,0,0,0,0,0,0,3,14
stay,0,0,0,0,0,0,0,0,3,14
recommend,0,0,0,1,0,0,0,0,3,14
stay,0,0,0,0,0,0,0,0,4,0
property,0,0,0,0,0,0,0,0,4,0
good,0,0,1,1,1,0,1,0,4,1
property,0,0,0,0,0,0,0,0,4,1
standard,0,0,0,0,0,0,0,0,4,1
slowly,0,0,0,0,0,0,0,0,4,1
fade,0,0,0,0,0,0,0,0,4,1
shin,0,0,0,0,0,0,0,0,4,2
star,0,0,1,1,0,0,1,0,4,2
state,0,0,0,0,0,0,0,0,4,2
room,0,0,0,0,0,0,0,0,4,3
suite,0,0,0,0,0,0,0,0,4,3
floor,0,0,0,0,0,0,0,0,4,3
usual,0,0,0,1,0,0,0,0,4,3
bathroom,0,0,0,0,0,0,0,0,4,4
bathroom,0,0,0,0,0,0,0,0,4,8
huge,0,0,0,0,0,0,0,0,4,8
large,0,0,0,0,0,0,0,0,4,8
shower,0,0,0,0,0,0,0,0,4,8
multiple,0,0,0,0,0,0,0,0,4,8
shower,0,0,0,0,0,0,0,0,4,8
head,0,0,0,0,0,0,0,0,4,8
double,0,0,0,0,0,0,0,0,4,9
lavatory,0,0,0,0,0,0,0,1,4,9
flank,0,0,0,0,0,0,0,0,4,9
wall,0,0,0,0,0,0,0,0,4,9
huge,0,0,0,0,0,0,0,0,4,10
bed,0,0,0,0,0,0,0,0,4,14
perfect,0,0,1,1,0,0,1,0,4,14
television,0,0,0,0,0,0,0,0,4,15
room,0,0,0,0,0,0,0,0,4,15
perfect,0,0,1,1,0,0,1,0,4,15
limited,1,0,0,0,0,1,0,0,4,15
time,0,0,1,0,0,0,0,0,4,15
spend,0,0,0,0,0,0,0,0,4,15
suite,0,0,0,0,0,0,0,0,4,15
desk,0,0,0,0,0,0,0,0,4,16
work,0,0,0,0,0,0,0,0,4,16
area,0,0,0,0,0,0,0,0,4,16
room,0,0,0,0,0,0,0,0,4,16
room,0,0,0,0,0,0,0,0,4,17
drink,0,0,0,0,0,0,0,0,4,17
snack,0,0,0,0,0,0,0,0,4,17
water,0,0,0,0,0,0,0,0,4,17
sparkle,0,0,1,0,1,0,1,0,4,17
water,0,0,0,0,0,0,0,0,4,17
milk,0,0,0,0,0,0,0,0,4,17
juice,0,0,0,0,0,0,0,0,4,17
touch,0,0,0,0,0,0,0,0,4,18
suite,0,0,0,0,0,0,0,0,4,19
full,0,0,0,0,0,0,0,0,4,19
size,0,0,0,0,0,0,0,0,4,19
refrigerator,0,0,0,0,0,0,0,0,4,19
feature,0,0,0,0,0,0,0,0,4,19
sink,0,0,0,0,0,0,0,0,4,19
drawer,0,0,0,0,0,0,0,0,4,19
conceal,0,0,0,0,0,1,0,0,4,23
beautiful,0,0,0,0,0,0,1,0,4,23
long,0,0,1,0,0,0,0,0,4,24
stay,0,0,0,0,0,0,0,0,4,24
complaint,1,0,0,0,0,0,0,0,4,27
elevator,0,0,0,0,0,0,0,0,4,28
wait,0,0,1,0,0,0,0,0,4,29
ridiculous,1,0,0,0,0,0,0,1,4,29
elevator,0,0,0,0,0,0,0,0,4,30
serve,0,0,0,1,0,0,0,0,4,30
main,0,0,0,0,0,0,0,0,4,30
tower,0,0,0,0,0,0,0,0,4,30
limited,1,0,0,0,0,1,0,0,4,30
number,0,0,0,0,0,0,0,0,4,30
room,0,0,0,0,0,0,0,0,4,30
hotel,0,0,0,0,0,0,0,0,4,31
service,0,0,0,0,0,0,0,0,4,31
elevator,0,0,0,0,0,0,0,0,4,31
continually,0,0,0,0,0,0,0,0,4,32
surprised,0,0,0,0,1,0,0,0,4,32
wait,0,0,1,0,0,0,0,0,4,32
elevator,0,0,0,0,0,0,0,0,4,32
stop,0,0,0,0,0,0,0,0,4,32
make,0,0,0,0,0,0,0,0,4,32
enter,0,0,0,0,0,0,0,0,4,32
cart,0,0,0,0,0,0,0,0,4,32
room,0,0,0,0,0,0,0,0,4,32
service,0,0,0,0,0,0,0,0,4,32
cart,0,0,0,0,0,0,0,0,4,32
skip,0,0,0,0,0,0,0,0,4,33
service,0,0,0,0,0,0,0,0,4,33
elevator,0,0,0,0,0,0,0,0,4,33
property,0,0,0,0,0,0,0,0,4,33
stink,0,0,0,0,0,0,0,1,4,34
time,0,0,1,0,0,0,0,0,4,34
bad,1,1,0,0,0,1,0,1,4,39
travel,0,0,0,0,0,0,0,0,4,40
world,0,0,0,0,0,0,0,0,4,40
price,0,0,0,0,0,0,0,0,4,40
breakfast,0,0,0,0,0,0,0,0,4,41
rank,0,0,0,0,0,0,0,0,4,41
pay,0,0,1,1,0,0,1,0,4,41
apparently,0,0,0,0,0,0,0,0,4,42
breakfast,0,0,0,0,0,0,0,0,4,43
morning,0,0,0,0,0,0,0,0,4,43
egg,0,0,0,0,0,0,0,0,4,45
coffee,0,0,0,0,0,0,0,0,4,45
bill,0,0,0,0,0,0,0,0,4,50
leave,0,0,0,0,1,1,0,0,4,51
price,0,0,0,0,0,0,0,0,4,52
list,0,0,0,0,0,0,0,0,4,52
menu,0,0,0,0,0,0,0,0,4,52
credit,0,0,0,1,0,0,0,0,4,54
breakfast,0,0,0,0,0,0,0,0,4,54
diamond,0,0,0,0,0,0,1,0,4,54
member,0,0,0,0,0,0,0,0,4,54
apply,0,0,0,0,0,0,0,0,4,54
bill,0,0,0,0,0,0,0,0,4,54
reflect,0,0,0,0,0,0,0,0,4,54
charge,0,0,0,0,0,0,0,0,4,54
night,0,0,0,0,0,0,0,0,4,54
slightly,0,0,0,0,0,0,0,0,4,54
wrong,0,0,0,0,0,0,0,0,4,55
apply,0,0,0,0,0,0,0,0,4,55
worth,0,0,0,0,0,0,0,0,4,57
sound,0,0,0,0,0,0,0,0,4,58
guy,0,0,0,0,0,0,0,0,4,58
complain,1,0,0,0,0,1,0,0,4,58
price,0,0,0,0,0,0,0,0,4,58
thing,0,0,0,0,0,0,0,0,4,58
cost,0,0,0,0,0,0,0,0,4,58
wrong,0,0,0,0,0,0,0,0,4,59
surprised,0,0,0,0,1,0,0,0,4,60
travel,0,0,0,0,0,0,0,0,4,60
world,0,0,0,0,0,0,0,0,4,60
year,0,0,0,0,0,0,0,0,4,60
stay,0,0,0,0,0,0,0,0,4,60
hotel,0,0,0,0,0,0,0,0,4,60
world,0,0,0,0,0,0,0,0,4,60
rank,0,0,0,0,0,0,0,0,4,61
stay,0,0,0,0,0,0,0,0,4,61
breakfast,0,0,0,0,0,0,0,0,4,62
morning,0,0,0,0,0,0,0,0,4,62
season,0,0,0,0,0,0,0,0,4,62
half,0,0,0,0,0,0,0,0,4,63
cost,0,0,0,0,0,0,0,0,4,63
stay,0,0,0,0,0,0,0,0,4,68
room,0,0,0,0,0,0,0,0,4,68
service,0,0,0,0,0,0,0,0,4,68
opinion,0,0,0,0,0,0,0,0,4,68
excellent,0,0,0,1,0,0,1,0,5,0
staff,0,0,0,0,0,0,0,0,5,0
remember,0,0,0,0,0,0,0,0,5,0
moment,0,0,0,0,0,0,0,0,5,0
walk,0,0,0,0,0,0,0,0,5,0
suite,0,0,0,0,0,0,0,0,5,1
end,0,0,0,0,0,0,0,0,5,1
suite,0,0,0,0,0,0,0,0,5,1
complaint,1,0,0,0,0,0,0,0,5,1
extremely,0,0,0,0,0,0,0,0,5,2
convenient,0,0,0,0,0,0,0,0,5,2
location,0,0,0,0,0,0,0,0,5,2
avenue,0,0,0,0,0,0,0,0,5,2
shopping,0,0,1,1,1,0,1,0,5,2
restaurant,0,0,0,0,0,0,0,0,5,2
subway,0,0,0,0,0,0,0,0,5,2
system,0,0,0,1,0,0,0,0,5,2
concierge,0,0,0,0,0,0,0,0,5,3
work,0,0,0,0,0,0,0,0,5,3
magic,0,0,0,0,0,0,0,0,5,3
entire,0,0,0,0,0,0,0,0,5,3
stay,0,0,0,0,0,0,0,0,5,3
ticket,0,0,0,0,0,0,0,0,5,4
ride,0,0,0,0,0,0,0,0,5,4
staff,0,0,0,0,0,0,0,0,5,4
make,0,0,0,0,0,0,0,0,5,4
happy,0,0,1,1,0,0,1,0,5,4
stay,0,0,0,0,0,0,0,0,5,5
hotel,0,0,0,0,0,0,0,0,5,5
area,0,0,0,0,0,0,0,0,5,5
room,0,0,0,0,0,0,0,0,5,6
service,0,0,0,0,0,0,0,0,5,6
superb,0,0,0,0,0,0,0,0,5,6
member,0,0,0,0,0,0,0,0,5,7
forget,0,0,0,0,0,0,0,0,5,7
call,0,0,0,0,0,0,0,0,5,8
minute,0,0,0,0,0,0,0,0,5,8
stay,0,0,0,0,0,0,0,0,5,9
hotel,0,0,0,0,0,0,0,0,5,9
chance,0,0,0,0,1,0,0,0,5,9
celebrity,1,0,1,1,1,0,1,1,5,9
sight,0,0,0,0,0,0,0,0,5,9
hotel,0,0,0,0,0,0,0,0,5,10
neighbor,0,0,1,1,0,0,0,0,5,10
happen,0,0,1,0,0,0,0,0,5,10
stay,0,0,0,0,0,0,0,0,5,10
tour,0,0,0,0,0,0,0,0,5,10
stay,0,0,0,0,0,0,0,0,6,0
night,0,0,0,0,0,0,0,0,6,0
book,0,0,0,0,0,0,0,0,6,1
room,0,0,0,0,0,0,0,0,6,1
book,0,0,0,0,0,0,0,0,6,1
hotel,0,0,0,0,0,0,0,0,6,3
late,0,0,0,0,0,1,0,0,6,3
night,0,0,0,0,0,0,0,0,6,3
easy,0,0,0,0,0,0,0,0,6,3
reviewer,0,0,0,0,0,0,0,0,6,3
suite,0,0,0,0,0,0,0,0,6,3
fell,0,0,0,0,0,1,0,0,6,4
love,0,0,0,0,0,0,1,0,6,4
photo,0,0,0,0,0,0,0,0,6,5
hotel,0,0,0,0,0,0,0,0,6,5
lobby,0,0,0,0,0,0,0,0,6,6
smell,1,0,0,0,0,0,0,1,6,6
lovely,0,0,1,1,1,1,1,0,6,6
signature,0,0,0,1,0,0,0,0,6,6
scent,0,0,0,0,0,0,0,0,6,6
lovely,0,0,1,1,1,1,1,0,6,7
mixed,0,0,0,0,0,0,0,0,6,7
coffee,0,0,0,0,0,0,0,0,6,7
smell,1,0,0,0,0,0,0,1,6,7
morning,0,0,0,0,0,0,0,0,6,7
bed,0,0,0,0,0,0,0,0,6,8
extremely,0,0,0,0,0,0,0,0,6,8
book,0,0,0,0,0,0,0,0,6,9
room,0,0,0,0,0,0,0,0,6,9
touch,0,0,0,0,0,0,0,0,6,9
bathroom,0,0,0,0,0,0,0,0,6,10
lot,0,0,0,0,0,0,0,0,6,10
bathroom,0,0,0,0,0,0,0,0,6,11
chic,0,0,0,0,0,0,0,0,6,11
toilet,0,0,0,0,0,0,0,1,6,11
service,0,0,0,0,0,0,0,0,6,12
good,0,0,1,1,1,0,1,0,6,12
service,0,0,0,0,0,0,0,0,6,12
drink,0,0,0,0,0,0,0,0,6,13
lamb,0,0,0,1,0,0,1,0,6,13
club,0,0,0,0,0,0,0,0,6,13
bar,0,0,0,0,0,0,0,0,6,13
night,0,0,0,0,0,0,0,0,6,13
happy,0,0,1,1,0,0,1,0,6,13
dinner,0,0,0,0,0,0,0,0,6,14
lamb,0,0,0,1,0,0,1,0,6,14
club,0,0,0,0,0,0,0,0,6,14
restaurant,0,0,0,0,0,0,0,0,6,14
breakfast,0,0,0,0,0,0,0,0,6,15
hotel,0,0,0,0,0,0,0,0,6,15
lot,0,0,0,0,0,0,0,0,6,15
alternative,0,0,0,0,0,0,0,0,6,15
close,0,0,0,0,0,0,0,0,6,15
couple,0,0,0,0,0,0,0,0,6,16
delivery,0,0,1,0,0,0,0,0,6,16
concierge,0,0,0,0,0,0,0,0,6,16
helpful,0,0,0,1,0,0,1,0,6,16
butler,0,0,0,1,0,0,0,0,6,18
night,0,0,0,0,0,0,0,0,6,18
stay,0,0,0,0,0,0,0,0,6,18
comment,0,0,0,0,0,0,0,0,6,18
butler,0,0,0,1,0,0,0,0,6,18
service,0,0,0,0,0,0,0,0,6,18
hotel,0,0,0,0,0,0,0,0,6,19
experience,0,0,0,0,0,0,0,0,6,19
central,0,0,0,0,0,0,0,0,6,19
location,0,0,0,0,0,0,0,0,6,19
wonderful,0,0,0,1,1,0,1,0,7,0
hotel,0,0,0,0,0,0,0,0,7,0
locate,0,0,0,0,0,0,0,0,7,0
time,0,0,1,0,0,0,0,0,7,0
square,0,0,0,0,0,0,0,0,7,0
subway,0,0,0,0,0,0,0,0,7,1
block,0,0,0,0,0,0,0,0,7,1
numerous,0,0,0,0,0,0,0,0,7,2
classic,0,0,0,0,0,0,0,0,7,2
walk,0,0,0,0,0,0,0,0,7,2
distance,0,0,0,0,0,0,0,0,7,2
bathroom,0,0,0,0,0,0,0,0,7,3
heat,0,0,0,0,0,0,0,0,7,3
cleansing,0,0,0,0,0,0,0,0,7,3
hotel,0,0,0,0,0,0,0,0,8,0
stay,0,0,0,0,0,0,0,0,8,0
room,0,0,0,0,0,0,0,0,8,0
clean,0,0,0,1,0,0,1,0,8,0
hotel,0,0,0,0,0,0,0,0,8,0
location,0,0,0,0,0,0,0,0,8,0
block,0,0,0,0,0,0,0,0,8,1
herald,0,0,0,0,0,0,0,0,8,1
square,0,0,0,0,0,0,0,0,8,1
street,0,0,0,0,0,0,0,0,8,1
shop,0,0,0,0,0,0,0,0,8,1
square,0,0,0,0,0,0,0,0,8,1
garden,0,0,0,0,0,0,1,0,8,1
station,0,0,0,0,0,0,0,0,8,1
staff,0,0,0,0,0,0,0,0,8,5
accommodate,0,0,0,0,0,0,0,0,8,5
hotel,0,0,0,0,0,0,0,0,8,6
view,0,0,0,0,0,0,0,0,8,6
empire,0,0,0,0,0,0,0,0,8,6
state,0,0,0,0,0,0,0,0,8,6
building,0,0,0,0,0,0,0,0,8,6
room,0,0,0,0,0,0,0,0,8,6
face,0,0,0,0,0,0,0,0,8,6
cool,0,0,0,0,0,0,0,0,8,7
lucky,0,0,0,0,1,0,1,0,8,7
extremely,0,0,0,0,0,0,0,0,8,8
satisfied,0,0,0,0,0,0,1,0,8,8
night,0,0,0,0,0,0,0,0,8,8
stay,0,0,0,0,0,0,0,0,8,8
stay,0,0,0,0,0,0,0,0,8,8
stay,0,0,0,0,0,0,0,0,9,0
star,0,0,1,1,0,0,1,0,9,0
hotel,0,0,0,0,0,0,0,0,9,0
past,0,0,0,0,0,0,0,0,9,1
year,0,0,0,0,0,0,0,0,9,1
return,0,0,0,0,0,0,0,0,9,1
time,0,0,1,0,0,0,0,0,9,1
wonderful,0,0,0,1,1,0,1,0,9,2
staff,0,0,0,0,0,0,0,0,9,2
beautiful,0,0,0,0,0,0,1,0,9,2
hotel,0,0,0,0,0,0,0,0,9,2
room,0,0,0,0,0,0,0,0,9,2
terrific,0,0,0,0,0,1,0,0,9,2
location,0,0,0,0,0,0,0,0,9,2
stayed,0,0,0,0,0,0,0,0,10,0
hotel,0,0,0,0,0,0,0,0,10,0
night,0,0,0,0,0,0,0,0,10,0
locate,0,0,0,0,0,0,0,0,10,1
block,0,0,0,0,0,0,0,0,10,1
time,0,0,1,0,0,0,0,0,10,1
square,0,0,0,0,0,0,0,0,10,1
block,0,0,0,0,0,0,0,0,10,1
avenue,0,0,0,0,0,0,0,0,10,1
find,0,0,0,0,0,0,0,0,10,2
perfect,0,0,1,1,0,0,1,0,10,2
base,0,0,0,1,0,0,0,0,10,2
explore,0,0,1,0,0,0,0,0,10,2
offer,0,0,0,0,0,0,0,0,10,2
walk,0,0,0,0,0,0,0,0,10,3
central,0,0,0,0,0,0,0,0,10,3
park,0,0,0,0,0,0,0,0,10,3
approximately,0,0,0,0,0,0,0,0,10,3
minute,0,0,0,0,0,0,0,0,10,3
time,0,0,1,0,0,0,0,0,10,3
square,0,0,0,0,0,0,0,0,10,3
minute,0,0,0,0,0,0,0,0,10,3
close,0,0,0,0,0,0,0,0,10,3
subway,0,0,0,0,0,0,0,0,10,3
station,0,0,0,0,0,0,0,0,10,3
access,0,0,0,0,0,0,0,0,10,3
cake,0,0,0,0,0,0,0,0,10,3
hotel,0,0,0,0,0,0,0,0,10,4
happy,0,0,1,1,0,0,1,0,10,4
choice,0,0,0,0,0,0,0,0,10,4
location,0,0,0,0,0,0,0,0,10,5
hotel,0,0,0,0,0,0,0,0,10,5
clean,0,0,0,1,0,0,1,0,10,5
appoint,0,0,0,0,0,0,0,0,10,5
room,0,0,0,0,0,0,0,0,10,6
floor,0,0,0,0,0,0,0,0,10,6
send,0,0,0,0,0,0,0,0,10,6
hotel,0,0,0,0,0,0,0,0,10,6
prior,0,0,0,0,0,0,0,0,10,6
arrival,0,0,1,0,0,0,0,0,10,6
provide,0,0,0,1,0,0,0,0,10,6
room,0,0,0,0,0,0,0,0,10,6
view,0,0,0,0,0,0,0,0,10,6
building,0,0,0,0,0,0,0,0,10,6
request,0,0,0,0,0,0,0,0,10,6
room,0,0,0,0,0,0,0,0,10,7
decent,0,0,0,0,0,0,0,0,10,7
size,0,0,0,0,0,0,0,0,10,7
bathroom,0,0,0,0,0,0,0,0,10,7
powerful,1,1,1,1,0,0,1,1,10,7
shower,0,0,0,0,0,0,0,0,10,7
brown,0,0,0,0,0,0,0,0,10,7
product,0,0,0,0,0,0,0,0,10,7
hotel,0,0,0,0,0,0,0,0,10,8
lift,0,0,0,0,0,0,0,0,10,8
service,0,0,0,0,0,0,0,0,10,8
floor,0,0,0,0,0,0,0,0,10,8
wait,0,0,1,0,0,0,0,0,10,8
lift,0,0,0,0,0,0,0,0,10,8
concierge,0,0,0,0,0,0,0,0,10,9
front,0,0,0,0,0,0,0,0,10,9
desk,0,0,0,0,0,0,0,0,10,9
staff,0,0,0,0,0,0,0,0,10,9
helpful,0,0,0,1,0,0,1,0,10,9
courteous,0,0,0,0,0,0,0,0,10,9
bell,0,0,0,0,0,0,0,0,10,9
boy,0,0,0,0,0,0,0,1,10,9
wonderful,0,0,0,1,1,0,1,0,10,10
touch,0,0,0,0,0,0,0,0,10,10
urn,0,0,0,0,0,1,0,0,10,10
reception,0,0,0,0,0,0,0,0,10,10
area,0,0,0,0,0,0,0,0,10,10
morning,0,0,0,0,0,0,0,0,10,11
full,0,0,0,0,0,0,0,0,10,11
coffee,0,0,0,0,0,0,0,0,10,11
cup,0,0,0,0,0,0,0,0,10,11
afternoon,0,0,0,0,0,0,0,0,10,12
hot,1,0,0,0,0,0,0,0,10,12
cider,0,0,0,0,0,0,0,0,10,12
